,id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2583,5040800060.0,15.0,3,1.75,1710,5913,1.0,0,0.0,4.0,8.0,1120.0,590.0,41.0,41.0,98199.0,47.6481,-122.406,2920.0,5922.0
2584,1437900350.0,14.0,3,1.5,1340,6500,1.0,0,0.0,3.0,7.0,1340.0,0.0,72.0,72.0,98034.0,47.7168,-122.192,1620.0,7107.0
2585,1328300810.0,15.0,4,2.75,2290,7000,2.0,0,0.0,3.0,8.0,2290.0,0.0,77.0,77.0,98058.0,47.4442,-122.129,2000.0,7200.0
2586,3990200125.0,14.0,3,2.0,1860,7400,1.0,0,0.0,3.0,8.0,930.0,930.0,22.0,104.0,98166.0,47.4598,-122.352,1640.0,8461.0
2587,7452500340.0,14.0,3,1.0,1080,4930,1.0,0,0.0,3.0,6.0,1080.0,0.0,50.0,50.0,98126.0,47.5209,-122.374,1100.0,5950.0
2588,9215400075.0,15.0,3,1.0,960,5264,1.0,0,0.0,3.0,7.0,960.0,0.0,53.0,53.0,98115.0,47.6805,-122.301,1140.0,5150.0
2589,5061300030.0,14.0,2,1.5,980,5000,2.0,0,0.0,3.0,7.0,980.0,0.0,22.0,103.0,98014.0,47.7076,-121.359,1040.0,5000.0
2590,3362900696.0,14.0,3,1.0,1500,3399,2.0,0,0.0,5.0,7.0,1300.0,200.0,26.0,26.0,98103.0,47.6838,-122.352,1360.0,3588.0
2591,2558640340.0,14.0,3,1.75,1440,8775,1.0,0,0.0,3.0,7.0,1440.0,0.0,73.0,73.0,98034.0,47.7231,-122.17,1790.0,7865.0
2592,8078460810.0,14.0,4,2.5,2580,7465,2.0,0,0.0,3.0,8.0,2580.0,0.0,93.0,93.0,98074.0,47.6319,-122.022,2350.0,7596.0
2593,538000390.0,14.0,5,2.5,2070,4698,2.0,0,0.0,3.0,7.0,2070.0,0.0,99.0,99.0,98038.0,47.3539,-122.024,2010.0,4698.0
2594,3584900160.0,14.0,3,2.5,1880,12368,1.0,0,0.0,4.0,7.0,1260.0,620.0,67.0,67.0,98005.0,47.5901,-122.167,1950.0,11551.0
2595,8572900135.0,14.0,3,1.75,2420,12676,2.0,0,0.0,3.0,7.0,2420.0,0.0,11.0,86.0,98045.0,47.4943,-121.789,1210.0,6769.0
2596,8056000075.0,14.0,2,1.75,1890,9466,2.0,0,0.0,3.0,8.0,1890.0,0.0,87.0,87.0,98004.0,47.6144,-122.211,2180.0,12825.0
2597,2972300140.0,14.0,3,2.0,1920,33630,1.0,0,0.0,3.0,8.0,1920.0,0.0,92.0,92.0,98056.0,47.4983,-122.167,2080.0,7505.0
2598,7697870350.0,14.0,3,2.0,1870,5909,1.0,0,0.0,3.0,7.0,1270.0,600.0,86.0,86.0,98030.0,47.3665,-122.183,1870.0,7887.0
2599,7972601710.0,15.0,2,1.0,900,7620,1.0,0,0.0,3.0,7.0,900.0,0.0,71.0,71.0,98106.0,47.5268,-122.343,1520.0,7620.0
2600,6421100342.0,14.0,3,2.5,2160,9888,2.0,0,0.0,4.0,9.0,2160.0,0.0,89.0,89.0,98052.0,47.6712,-122.142,3060.0,7829.0
2601,2464400340.0,14.0,2,1.0,900,2910,1.0,0,0.0,5.0,7.0,900.0,0.0,24.0,24.0,98115.0,47.6859,-122.322,1320.0,2910.0
2602,8113101232.0,14.0,2,1.0,1180,9261,1.0,0,0.0,4.0,7.0,940.0,240.0,57.0,57.0,98118.0,47.5492,-122.274,1700.0,6325.0
2603,5706500140.0,14.0,2,1.0,900,6400,1.0,0,0.0,5.0,6.0,900.0,0.0,38.0,38.0,98022.0,47.2113,-121.992,1320.0,6400.0
2604,1024069037.0,14.0,3,2.0,1600,16530,1.0,0,0.0,5.0,7.0,1600.0,0.0,67.0,67.0,98075.0,47.5821,-122.016,1850.0,41006.0
2607,3904990030.0,14.0,4,2.5,2570,5250,2.0,0,0.0,3.0,8.0,2570.0,0.0,90.0,90.0,98029.0,47.5763,-122.0,2260.0,5392.0
2608,7132300550.0,15.0,3,1.0,1210,4000,1.5,0,0.0,3.0,7.0,1090.0,120.0,28.0,28.0,98144.0,47.5934,-122.308,1210.0,4000.0
2609,2193340140.0,14.0,4,2.5,1850,7850,2.0,0,0.0,3.0,8.0,1850.0,0.0,85.0,85.0,98052.0,47.6914,-122.103,1830.0,8140.0
2610,1422300160.0,14.0,3,2.5,1740,30886,2.0,0,0.0,3.0,8.0,1740.0,0.0,92.0,92.0,98045.0,47.46,-121.707,1740.0,39133.0
2611,2946000751.0,14.0,3,1.0,1300,14000,1.0,0,0.0,4.0,7.0,1300.0,0.0,58.0,58.0,98198.0,47.4213,-122.322,1390.0,8750.0
2612,1796250140.0,15.0,3,2.5,2000,30605,2.0,0,0.0,4.0,8.0,2000.0,0.0,89.0,89.0,98042.0,47.3442,-122.062,1930.0,35350.0
2613,6699001200.0,15.0,5,2.5,3220,5806,2.0,0,0.0,3.0,8.0,3220.0,0.0,102.0,102.0,98042.0,47.3714,-122.103,2760.0,5813.0
2614,7525300310.0,14.0,4,2.25,2160,9593,1.0,0,0.0,3.0,8.0,2160.0,0.0,69.0,69.0,98008.0,47.5883,-122.112,2820.0,9628.0
2615,5700000340.0,15.0,3,2.0,2130,4299,1.5,0,0.0,4.0,7.0,1680.0,450.0,22.0,22.0,98144.0,47.5779,-122.294,2040.0,4548.0
2617,179003055.0,14.0,3,1.0,1200,7500,1.0,0,0.0,3.0,6.0,1200.0,0.0,5.0,89.0,98178.0,47.4921,-122.275,1010.0,7000.0
2618,9829200566.0,14.0,3,3.0,3790,5001,2.0,0,0.0,3.0,10.0,2810.0,980.0,89.0,89.0,98122.0,47.6035,-122.285,2500.0,6286.0
2619,1723059050.0,14.0,2,1.0,860,3874,1.0,0,0.0,4.0,6.0,860.0,0.0,31.0,31.0,98055.0,47.4836,-122.204,1400.0,5106.0
2620,2624059036.0,14.0,5,4.5,5130,43123,2.0,0,0.0,3.0,11.0,5130.0,0.0,96.0,96.0,98006.0,47.544,-122.126,4670.0,43560.0
2621,5101406441.0,15.0,3,1.0,1600,6380,1.5,0,0.0,3.0,7.0,1400.0,200.0,39.0,39.0,98125.0,47.7015,-122.317,1760.0,6380.0
2622,8582010240.0,14.0,4,2.5,2110,13850,2.0,0,0.0,3.0,9.0,2110.0,0.0,87.0,87.0,98027.0,47.5497,-122.077,2520.0,10194.0
2623,6300500505.0,14.0,3,1.0,1400,4980,1.0,0,0.0,3.0,6.0,950.0,450.0,43.0,43.0,98133.0,47.7041,-122.34,990.0,4980.0
2624,3275890310.0,15.0,3,2.0,2110,9199,1.0,0,0.0,3.0,10.0,2110.0,0.0,93.0,93.0,98074.0,47.6496,-122.083,3130.0,8841.0
2625,7715801040.0,15.0,3,2.0,1430,7125,1.0,0,0.0,4.0,7.0,1430.0,0.0,84.0,84.0,98074.0,47.6256,-122.059,1570.0,8075.0
2628,1062100075.0,15.0,2,1.0,980,5000,1.0,0,0.0,4.0,7.0,980.0,0.0,50.0,50.0,98155.0,47.7518,-122.279,1600.0,5965.0
2629,8825900070.0,14.0,6,2.0,2570,4240,1.5,0,0.0,4.0,7.0,1970.0,600.0,11.0,11.0,98115.0,47.6754,-122.307,2030.0,4240.0
2630,1158700135.0,14.0,3,2.5,2060,7020,1.0,0,0.0,4.0,8.0,1460.0,600.0,67.0,67.0,98177.0,47.7575,-122.364,2150.0,8400.0
2631,7983000200.0,14.0,3,1.0,1300,8284,1.0,0,0.0,3.0,7.0,1300.0,0.0,68.0,68.0,98003.0,47.3327,-122.306,1360.0,7848.0
2632,7983000200.0,15.0,3,1.0,1300,8284,1.0,0,0.0,3.0,7.0,1300.0,0.0,68.0,68.0,98003.0,47.3327,-122.306,1360.0,7848.0
2633,1727510030.0,15.0,3,2.25,1680,7262,1.0,0,0.0,5.0,7.0,1180.0,500.0,73.0,73.0,98034.0,47.713,-122.225,1910.0,7405.0
2635,6791400320.0,14.0,3,1.75,1530,14087,1.0,0,0.0,3.0,7.0,1070.0,460.0,79.0,79.0,98042.0,47.3146,-122.043,1770.0,13660.0
2636,3992700036.0,14.0,3,1.0,1170,6700,1.0,0,0.0,3.0,8.0,1170.0,0.0,57.0,57.0,98125.0,47.7122,-122.29,2410.0,7620.0
2637,1175000059.0,14.0,3,1.75,1580,3764,1.5,0,0.0,3.0,7.0,1280.0,300.0,45.0,45.0,98107.0,47.672,-122.397,1560.0,3764.0
2638,8732000390.0,14.0,3,1.5,1270,11600,1.0,0,0.0,4.0,7.0,1270.0,0.0,64.0,64.0,98031.0,47.4075,-122.196,1380.0,9945.0
2639,1441800030.0,14.0,3,1.75,1480,7700,1.0,0,0.0,3.0,8.0,1480.0,0.0,75.0,75.0,98034.0,47.7225,-122.202,1930.0,8560.0
2640,4045800030.0,15.0,3,2.25,2220,10530,1.0,0,0.0,4.0,8.0,1700.0,520.0,74.0,74.0,98052.0,47.6383,-122.098,2500.0,10014.0
2641,1727850340.0,14.0,4,2.75,3200,13729,2.0,0,0.0,3.0,11.0,3200.0,0.0,84.0,84.0,98005.0,47.6402,-122.171,4050.0,16921.0
2642,2268000370.0,14.0,3,1.0,910,10575,1.0,0,0.0,4.0,7.0,910.0,0.0,68.0,68.0,98003.0,47.2741,-122.301,1470.0,10425.0
2643,2023049350.0,15.0,3,1.5,1480,9086,1.0,0,0.0,3.0,7.0,1480.0,0.0,62.0,62.0,98168.0,47.4717,-122.323,1540.0,9750.0
2644,7018000560.0,15.0,4,4.25,3770,13058,2.0,0,0.0,4.0,8.0,3770.0,0.0,83.0,83.0,98028.0,47.7517,-122.225,2200.0,12255.0
2645,4147200140.0,14.0,4,3.0,3500,13444,2.0,0,0.0,3.0,10.0,2360.0,1140.0,77.0,77.0,98040.0,47.5468,-122.231,3140.0,12935.0
2646,3176600055.0,14.0,3,1.75,1480,7475,1.5,0,0.0,3.0,8.0,1480.0,0.0,43.0,43.0,98115.0,47.6732,-122.272,2120.0,7216.0
2647,7518500885.0,14.0,4,1.0,1660,4690,1.5,0,0.0,3.0,7.0,1260.0,400.0,45.0,45.0,98117.0,47.6829,-122.378,1400.0,3876.0
2648,7504020810.0,14.0,5,2.25,2520,11700,2.0,0,0.0,3.0,9.0,2520.0,0.0,77.0,77.0,98074.0,47.6322,-122.053,2530.0,12000.0
2649,3276930370.0,14.0,4,2.5,2850,37522,2.0,0,0.0,3.0,9.0,2850.0,0.0,87.0,87.0,98075.0,47.5852,-121.992,2980.0,35280.0
2650,1687000200.0,15.0,3,2.5,2153,4400,2.0,0,0.0,3.0,8.0,2153.0,0.0,107.0,107.0,98001.0,47.2872,-122.283,2434.0,4400.0
2651,7501000340.0,14.0,4,2.5,3780,10962,2.0,0,0.0,3.0,10.0,3780.0,0.0,90.0,90.0,98033.0,47.6533,-122.183,3310.0,11651.0
2654,825059271.0,14.0,3,2.75,2980,12600,1.5,0,0.0,3.0,8.0,1590.0,1390.0,41.0,112.0,98033.0,47.674,-122.196,1520.0,9660.0
2655,9465200181.0,15.0,4,1.5,2320,5534,1.5,0,0.0,4.0,7.0,1540.0,780.0,15.0,15.0,98103.0,47.6944,-122.355,1670.0,5913.0
2656,5469502860.0,15.0,5,2.75,2980,13482,1.0,0,0.0,4.0,8.0,1730.0,1250.0,75.0,75.0,98042.0,47.3774,-122.16,2900.0,14800.0
2658,6071900070.0,14.0,4,2.5,2040,8400,1.0,0,0.0,3.0,8.0,1420.0,620.0,63.0,63.0,98006.0,47.5512,-122.17,2540.0,8925.0
2659,7957600075.0,15.0,3,1.5,1510,9898,1.0,0,0.0,3.0,7.0,1110.0,400.0,54.0,54.0,98148.0,47.4303,-122.334,1420.0,9250.0
2661,2366800055.0,14.0,3,2.5,1740,10050,2.0,0,0.0,3.0,7.0,1740.0,0.0,89.0,89.0,98001.0,47.2671,-122.236,1300.0,10125.0
2663,3582700070.0,14.0,4,1.75,1570,9670,1.0,0,0.0,3.0,7.0,1170.0,400.0,59.0,59.0,98028.0,47.7432,-122.248,2080.0,9100.0
2664,2402100055.0,14.0,4,3.0,2500,5000,1.5,0,0.0,4.0,7.0,1460.0,1040.0,26.0,26.0,98103.0,47.6895,-122.331,1720.0,4500.0
2665,5146000070.0,14.0,3,2.25,1750,12408,1.0,0,0.0,5.0,7.0,1150.0,600.0,62.0,62.0,98155.0,47.7509,-122.3,1820.0,12977.0
2666,2607760890.0,14.0,4,2.5,3030,9687,2.0,0,0.0,3.0,8.0,2020.0,1010.0,98.0,98.0,98045.0,47.485,-121.799,2050.0,10193.0
2667,9274200316.0,15.0,3,2.5,1680,934,3.0,0,0.0,3.0,8.0,1680.0,0.0,108.0,108.0,98116.0,47.5891,-122.387,1740.0,1280.0
2669,3021059155.0,14.0,3,1.0,1220,6000,1.0,0,0.0,5.0,7.0,1220.0,0.0,61.0,61.0,98002.0,47.2811,-122.214,1420.0,13137.0
2670,3580900160.0,14.0,3,1.0,1310,8370,1.5,0,0.0,3.0,7.0,1310.0,0.0,62.0,62.0,98034.0,47.7284,-122.241,1310.0,8370.0
2671,3876000350.0,15.0,6,1.75,2490,8732,1.5,0,0.0,4.0,8.0,2490.0,0.0,66.0,66.0,98034.0,47.7252,-122.187,1840.0,8024.0
2672,3959400400.0,14.0,3,3.25,2220,8227,1.5,0,0.0,5.0,8.0,1770.0,450.0,29.0,29.0,98108.0,47.5665,-122.316,1750.0,4800.0
2673,8079100700.0,15.0,4,2.5,2240,7350,2.0,0,0.0,3.0,9.0,2240.0,0.0,89.0,89.0,98029.0,47.5652,-122.013,2200.0,8017.0
2674,9407001610.0,14.0,3,1.75,1890,11875,1.0,0,0.0,3.0,7.0,1230.0,660.0,79.0,79.0,98045.0,47.4472,-121.774,1580.0,10920.0
2675,8700120270.0,14.0,4,2.5,1850,6037,2.0,0,0.0,3.0,7.0,1850.0,0.0,91.0,91.0,98030.0,47.359,-122.191,1860.0,6037.0
2676,3204300860.0,14.0,2,2.5,2210,4440,2.0,0,0.0,4.0,8.0,1440.0,770.0,31.0,31.0,98112.0,47.6305,-122.3,1560.0,4920.0
2677,3204800520.0,15.0,3,1.75,1410,7700,1.0,0,0.0,4.0,7.0,1410.0,0.0,67.0,67.0,98056.0,47.5375,-122.176,1560.0,7700.0
2678,8857320260.0,14.0,3,2.75,1890,2614,2.0,0,0.0,4.0,9.0,1890.0,0.0,79.0,79.0,98008.0,47.6102,-122.114,1800.0,2769.0
2679,6791400800.0,15.0,3,1.0,1830,12036,1.0,0,0.0,3.0,7.0,1550.0,280.0,77.0,77.0,98042.0,47.3126,-122.043,1810.0,12036.0
2680,2768000270.0,14.0,2,0.75,1440,3700,1.0,0,0.0,3.0,7.0,1200.0,240.0,14.0,14.0,98107.0,47.6707,-122.364,1440.0,4300.0
2681,1432400060.0,14.0,2,1.0,950,7560,1.0,0,0.0,3.0,6.0,950.0,0.0,58.0,58.0,98058.0,47.4499,-122.176,1160.0,7560.0
2682,2547200240.0,14.0,4,2.5,2370,10083,2.0,0,0.0,5.0,8.0,2370.0,0.0,66.0,66.0,98033.0,47.6715,-122.166,2370.0,10133.0
2683,6441800060.0,14.0,4,2.5,3070,5762,2.0,0,0.0,3.0,10.0,3070.0,0.0,100.0,100.0,98075.0,47.5847,-122.08,3630.0,6500.0
2684,1775800710.0,15.0,3,1.0,1300,12600,1.0,0,0.0,4.0,7.0,1300.0,0.0,69.0,69.0,98072.0,47.7422,-122.1,1480.0,13530.0
2685,7694600253.0,14.0,4,2.0,1300,7054,1.0,0,0.0,3.0,7.0,1300.0,0.0,50.0,113.0,98146.0,47.5071,-122.369,1560.0,7100.0
2686,8910500238.0,14.0,3,3.25,1210,1173,2.0,0,0.0,3.0,8.0,1000.0,210.0,102.0,102.0,98133.0,47.7114,-122.356,1650.0,1493.0
2687,3076500830.0,14.0,1,1.0,710,6000,1.5,0,0.0,3.0,6.0,710.0,0.0,115.0,115.0,98144.0,47.5756,-122.316,1440.0,4800.0
2688,1072030510.0,14.0,4,2.25,2240,12650,1.0,0,0.0,4.0,8.0,1730.0,510.0,81.0,81.0,98059.0,47.4777,-122.142,2150.0,12650.0
2689,3888100226.0,14.0,3,1.75,3600,8666,2.0,0,0.0,4.0,6.0,2400.0,1200.0,48.0,48.0,98033.0,47.6893,-122.167,2290.0,8200.0
2690,7227501369.0,14.0,4,2.5,1960,7133,2.0,0,0.0,3.0,7.0,1960.0,0.0,102.0,102.0,98056.0,47.4941,-122.19,1960.0,6705.0
2691,3820350070.0,14.0,4,2.5,1820,3134,2.0,0,0.0,3.0,7.0,1820.0,0.0,99.0,99.0,98019.0,47.7351,-121.985,1820.0,3751.0
2692,7616800350.0,15.0,3,2.25,1960,17126,1.0,0,0.0,3.0,8.0,1400.0,560.0,66.0,66.0,98055.0,47.4436,-122.21,2060.0,11466.0
2693,7811210200.0,15.0,4,2.25,1750,10160,1.0,0,0.0,3.0,8.0,1320.0,430.0,72.0,72.0,98005.0,47.5909,-122.158,2170.0,11165.0
2694,6891100260.0,14.0,5,3.5,3700,5400,2.0,0,0.0,3.0,9.0,2890.0,810.0,111.0,111.0,98053.0,47.7085,-122.117,3620.0,5460.0
2695,6076500160.0,14.0,4,2.5,2910,20946,2.0,0,0.0,4.0,8.0,2350.0,560.0,76.0,76.0,98034.0,47.7085,-122.24,2020.0,11342.0
2696,2872100445.0,14.0,2,1.0,1270,5000,1.0,0,0.0,3.0,8.0,1090.0,180.0,49.0,49.0,98117.0,47.6828,-122.393,1640.0,5000.0
2697,3352400004.0,15.0,2,1.0,720,5880,1.0,0,0.0,3.0,6.0,720.0,0.0,40.0,40.0,98178.0,47.5056,-122.27,1440.0,7200.0
2698,7942601200.0,14.0,2,1.0,1040,5120,1.0,0,0.0,3.0,7.0,1040.0,0.0,1.0,1.0,98122.0,47.6048,-122.312,1250.0,4000.0
2699,985001266.0,14.0,3,1.5,2210,11111,1.5,0,0.0,3.0,7.0,2210.0,0.0,34.0,34.0,98168.0,47.492,-122.309,1250.0,8422.0
2700,2218000390.0,14.0,5,2.0,2060,6000,2.0,0,0.0,3.0,7.0,2060.0,0.0,3.0,3.0,98105.0,47.6685,-122.305,1770.0,5000.0
2701,7231502505.0,15.0,2,1.0,780,6000,1.0,0,0.0,5.0,6.0,780.0,0.0,23.0,23.0,98055.0,47.4759,-122.208,1080.0,6000.0
2702,7555220140.0,14.0,4,2.75,2240,8937,1.0,0,0.0,4.0,8.0,1460.0,780.0,76.0,76.0,98033.0,47.6495,-122.194,2360.0,9038.0
2703,7445000105.0,14.0,2,1.0,800,3330,1.0,0,0.0,3.0,7.0,800.0,0.0,18.0,18.0,98107.0,47.6566,-122.358,1300.0,4320.0
2704,5583200810.0,15.0,2,1.5,2440,6900,2.0,0,0.0,3.0,7.0,1590.0,850.0,10.0,10.0,98118.0,47.5568,-122.271,1770.0,6900.0
2705,7340600827.0,14.0,5,1.0,1460,6032,2.0,0,0.0,4.0,6.0,1460.0,0.0,41.0,41.0,98168.0,47.487,-122.282,1060.0,10300.0
2706,7436900045.0,14.0,3,1.0,1150,10196,1.0,0,0.0,4.0,7.0,1150.0,0.0,57.0,57.0,98052.0,47.6788,-122.162,1410.0,8925.0
2707,4027701294.0,15.0,3,2.75,2650,12350,1.0,0,0.0,4.0,7.0,1470.0,1180.0,75.0,75.0,98028.0,47.7669,-122.268,1950.0,14075.0
2708,3570000160.0,14.0,4,2.75,2600,36583,1.0,0,0.0,5.0,8.0,1580.0,1020.0,76.0,76.0,98075.0,47.593,-122.054,2300.0,27820.0
2709,9276202190.0,14.0,6,1.75,1820,6250,1.0,0,0.0,3.0,7.0,1130.0,690.0,54.0,54.0,98116.0,47.579,-122.39,1820.0,5750.0
2710,5016002180.0,14.0,2,2.5,2560,2500,2.0,0,0.0,5.0,8.0,1690.0,870.0,1.0,1.0,98112.0,47.6233,-122.3,1890.0,5000.0
2711,7300000550.0,15.0,3,2.5,1714,3240,2.0,0,0.0,3.0,8.0,1714.0,0.0,105.0,105.0,98055.0,47.4288,-122.19,1714.0,3240.0
2712,6817810310.0,14.0,3,1.0,1330,15678,1.0,0,0.0,3.0,7.0,900.0,430.0,84.0,84.0,98074.0,47.6355,-122.037,1330.0,12696.0
2714,1423400260.0,15.0,3,1.75,2050,9045,2.0,0,0.0,4.0,6.0,2050.0,0.0,59.0,59.0,98058.0,47.4572,-122.18,1200.0,9045.0
2715,3876810140.0,14.0,3,1.0,1810,12375,2.0,0,0.0,3.0,7.0,1810.0,0.0,70.0,70.0,98072.0,47.7427,-122.172,1420.0,9357.0
2716,3276180140.0,15.0,3,1.75,1380,9134,1.0,0,0.0,5.0,7.0,880.0,500.0,81.0,81.0,98056.0,47.5087,-122.193,1400.0,8190.0
2717,9808590310.0,15.0,3,2.75,3070,10739,2.0,0,0.0,3.0,10.0,2440.0,630.0,87.0,87.0,98004.0,47.6444,-122.191,3490.0,11913.0
2718,546000045.0,15.0,2,1.0,800,4046,1.0,0,0.0,3.0,7.0,800.0,0.0,40.0,40.0,98117.0,47.6895,-122.382,1400.0,4046.0
2719,2595650060.0,15.0,4,2.75,2140,9920,2.0,0,0.0,3.0,8.0,2140.0,0.0,93.0,93.0,98001.0,47.3529,-122.274,2130.0,9920.0
2720,1771110550.0,14.0,3,1.0,1330,9540,1.0,0,0.0,4.0,7.0,1330.0,0.0,71.0,71.0,98077.0,47.758,-122.075,1250.0,10350.0
2721,5335700030.0,14.0,3,1.0,1030,9120,1.0,0,0.0,3.0,7.0,1030.0,0.0,61.0,61.0,98032.0,47.3607,-122.291,1470.0,10220.0
2722,7203101580.0,14.0,3,2.5,1740,4948,2.0,0,0.0,3.0,7.0,1740.0,0.0,108.0,108.0,98053.0,47.6966,-122.025,1290.0,3383.0
2723,272000125.0,14.0,3,1.0,1200,4000,1.5,0,0.0,4.0,6.0,1200.0,0.0,23.0,23.0,98144.0,47.5881,-122.299,1390.0,4000.0
2724,2770601741.0,14.0,3,3.0,1490,2944,2.0,0,0.0,3.0,7.0,960.0,530.0,93.0,93.0,98199.0,47.6506,-122.384,1590.0,1600.0
2725,4250200140.0,15.0,4,2.5,1890,5954,2.0,0,0.0,3.0,7.0,1890.0,0.0,104.0,104.0,98092.0,47.3293,-122.194,2030.0,5880.0
2726,8965400390.0,14.0,5,2.25,3060,13630,2.0,0,0.0,3.0,10.0,3060.0,0.0,89.0,89.0,98006.0,47.5585,-122.117,3430.0,10700.0
2729,5680000260.0,15.0,3,1.0,810,4600,1.0,0,0.0,3.0,6.0,810.0,0.0,18.0,18.0,98144.0,47.5712,-122.316,1520.0,4800.0
2730,9170500060.0,14.0,4,2.0,2240,11040,1.0,0,0.0,5.0,8.0,1120.0,1120.0,61.0,61.0,98033.0,47.693,-122.168,1790.0,11040.0
2731,795000885.0,14.0,3,1.0,1740,5247,1.0,0,0.0,3.0,7.0,1270.0,470.0,47.0,47.0,98168.0,47.5049,-122.329,1070.0,5636.0
2732,4038600260.0,14.0,4,2.25,2380,16236,1.0,0,0.0,3.0,7.0,1540.0,840.0,61.0,61.0,98008.0,47.6126,-122.12,2230.0,8925.0
2733,4406000560.0,15.0,4,1.0,1540,8400,1.0,0,0.0,3.0,7.0,770.0,770.0,71.0,71.0,98058.0,47.4278,-122.152,1520.0,9891.0
2734,2260000340.0,14.0,4,1.75,2340,9100,1.0,0,0.0,3.0,8.0,1610.0,730.0,75.0,75.0,98052.0,47.6401,-122.108,2470.0,11000.0
2735,9510310030.0,14.0,4,2.75,2710,45963,2.0,0,0.0,3.0,9.0,2710.0,0.0,95.0,95.0,98045.0,47.4745,-121.724,2710.0,33955.0
2736,4245400045.0,14.0,3,1.75,1310,18400,1.0,0,0.0,3.0,7.0,870.0,440.0,54.0,54.0,98168.0,47.5035,-122.302,1840.0,10790.0
2737,9371700132.0,14.0,3,1.75,1390,9585,1.0,0,0.0,4.0,7.0,1390.0,0.0,73.0,73.0,98133.0,47.752,-122.35,1240.0,8188.0
2738,7272001610.0,15.0,4,2.5,2201,9542,2.0,0,0.0,3.0,8.0,2201.0,0.0,106.0,106.0,98198.0,47.4002,-122.317,1990.0,9542.0
2739,1324059139.0,14.0,3,2.25,1960,10385,1.0,0,0.0,3.0,8.0,1960.0,0.0,88.0,88.0,98008.0,47.5736,-122.109,2800.0,12632.0
2740,1552100135.0,14.0,3,2.5,2850,10474,1.0,0,0.0,4.0,8.0,1730.0,1120.0,54.0,54.0,98004.0,47.6218,-122.209,2820.0,10474.0
2741,1257200060.0,15.0,4,1.75,1880,4080,1.0,0,0.0,3.0,7.0,940.0,940.0,24.0,24.0,98115.0,47.6754,-122.327,1410.0,4080.0
2742,2822059350.0,14.0,5,2.75,2440,6858,2.0,0,0.0,3.0,8.0,2440.0,0.0,103.0,103.0,98030.0,47.3655,-122.174,2300.0,6858.0
2743,2781260070.0,15.0,4,2.5,2560,5800,2.0,0,0.0,3.0,9.0,2560.0,0.0,105.0,105.0,98038.0,47.3474,-122.025,3040.0,5800.0
2744,619000045.0,14.0,3,1.75,1410,15210,1.0,0,0.0,3.0,7.0,1410.0,0.0,50.0,114.0,98166.0,47.4181,-122.339,1970.0,16290.0
2746,2472920140.0,15.0,4,2.5,2620,9359,2.0,0,0.0,3.0,9.0,2620.0,0.0,87.0,87.0,98058.0,47.438,-122.152,2580.0,7433.0
2747,7215730310.0,14.0,5,3.0,2970,10335,2.0,0,0.0,3.0,9.0,2970.0,0.0,100.0,100.0,98075.0,47.598,-122.019,2970.0,10335.0
2748,7697870310.0,14.0,3,2.5,1780,7214,1.0,0,0.0,4.0,7.0,1400.0,380.0,86.0,86.0,98030.0,47.3667,-122.182,1520.0,7228.0
2750,2408600160.0,15.0,4,2.5,1252,25002,1.0,0,0.0,3.0,8.0,992.0,260.0,96.0,96.0,98001.0,47.3216,-122.291,1860.0,25002.0
2751,7888200240.0,15.0,4,1.5,1240,8158,1.0,0,0.0,4.0,7.0,1110.0,130.0,61.0,61.0,98198.0,47.3716,-122.31,1520.0,8147.0
2752,151000075.0,15.0,3,2.5,2160,3920,2.0,0,0.0,3.0,9.0,2160.0,0.0,114.0,114.0,98116.0,47.5762,-122.415,1500.0,4920.0
2753,5104530240.0,14.0,3,2.5,2040,4348,2.0,0,0.0,4.0,8.0,2040.0,0.0,106.0,106.0,98038.0,47.3517,-121.999,2380.0,4348.0
2754,4139680070.0,14.0,5,3.5,3130,4797,2.0,0,0.0,3.0,9.0,2570.0,560.0,114.0,114.0,98006.0,47.5664,-122.129,3440.0,5439.0
2755,7852180260.0,15.0,3,2.5,2350,4456,2.0,0,0.0,3.0,7.0,2350.0,0.0,104.0,104.0,98065.0,47.5314,-121.854,2350.0,4456.0
2756,1471610060.0,14.0,3,1.75,1570,16817,2.0,0,0.0,3.0,7.0,1570.0,0.0,82.0,82.0,98045.0,47.4716,-121.756,1600.0,16817.0
2758,9268200550.0,14.0,2,2.0,1520,5010,1.0,0,0.0,3.0,7.0,1520.0,0.0,99.0,99.0,98117.0,47.6948,-122.364,1110.0,5040.0
2759,1788700295.0,15.0,3,1.0,1350,9680,1.0,0,0.0,4.0,7.0,820.0,530.0,59.0,59.0,98023.0,47.3274,-122.346,1320.0,9225.0
2760,7379600240.0,14.0,3,1.75,1950,8480,1.0,0,0.0,4.0,8.0,1250.0,700.0,62.0,62.0,98007.0,47.5893,-122.15,1740.0,8480.0
2761,8691330060.0,15.0,4,3.5,3950,9600,2.0,0,0.0,3.0,10.0,3950.0,0.0,98.0,98.0,98075.0,47.5945,-121.981,3110.0,10213.0
2762,6384500581.0,14.0,3,1.75,2040,6000,1.0,0,0.0,5.0,7.0,1120.0,920.0,58.0,58.0,98116.0,47.5688,-122.397,1530.0,6250.0
